Time,Temperature(C),Humidity(%RH),MAC Address
2024-03-23 6:00 AM,34.8,63.07,
2024-03-23 6:10 AM,34.86,62.72,
2024-03-23 6:20 AM,34.84,62.88,
2024-03-23 6:30 AM,34.81,63.04,
2024-03-23 6:40 AM,34.78,63.2,
2024-03-23 6:50 AM,34.75,63.36,
2024-03-23 7:00 AM,34.73,63.53,
2024-03-23 7:10 AM,34.7,63.69,
2024-03-23 7:20 AM,34.67,63.85,
2024-03-23 7:30 AM,34.64,64.01,
2024-03-23 7:40 AM,34.61,64.18,
2024-03-23 7:50 AM,34.55,63.52,
2024-03-23 8:00 AM,34.58,63.68,
2024-03-23 8:10 AM,34.61,63.84,
2024-03-23 8:20 AM,34.65,64,
2024-03-23 8:30 AM,34.68,64.16,
2024-03-23 8:40 AM,34.72,64.33,
2024-03-23 8:50 AM,34.75,64.49,
2024-03-23 9:00 AM,34.79,64.65,
2024-03-23 9:10 AM,34.82,64.81,
2024-03-23 9:20 AM,34.86,64.98,
2024-03-23 9:30 AM,34.8,64.19,
2024-03-23 9:40 AM,34.81,64.31,
2024-03-23 9:50 AM,34.82,64.44,
2024-03-23 10:00 AM,34.83,64.56,
2024-03-23 10:10 AM,34.84,64.69,
2024-03-23 10:20 AM,34.86,64.81,
2024-03-23 10:30 AM,34.87,64.94,
2024-03-23 10:40 AM,34.88,65.06,
2024-03-23 10:50 AM,34.89,65.19,
2024-03-23 11:00 AM,34.91,65.32,
2024-03-23 11:10 AM,34.55,65.57,
2024-03-23 11:20 AM,34.57,65.62,
2024-03-23 11:30 AM,34.6,65.67,
2024-03-23 11:40 AM,34.63,65.73,
2024-03-23 11:50 AM,34.66,65.78,
2024-03-23 12:00 PM,34.68,65.84,
2024-03-23 12:10 PM,34.71,65.89,
2024-03-23 12:20 PM,34.74,65.95,
2024-03-23 12:30 PM,34.77,66,
2024-03-23 12:40 PM,34.8,66.06,
2024-03-23 12:50 PM,34.68,65.83,
2024-03-23 1:00 PM,34.69,65.9,
2024-03-23 1:10 PM,34.71,65.97,
2024-03-23 1:20 PM,34.73,66.04,
2024-03-23 1:30 PM,34.75,66.11,
2024-03-23 1:40 PM,34.76,66.18,
2024-03-23 1:50 PM,34.78,66.25,
2024-03-23 2:00 PM,34.8,66.32,
2024-03-23 2:10 PM,34.82,66.39,
2024-03-23 2:20 PM,34.84,66.47,
2024-03-23 2:30 PM,34.8,66.34,
2024-03-23 2:40 PM,34.78,66.45,
2024-03-23 2:50 PM,34.76,66.56,
2024-03-23 3:00 PM,34.73,66.68,
2024-03-23 3:10 PM,34.71,66.79,
2024-03-23 3:20 PM,34.69,66.91,
2024-03-23 3:30 PM,34.66,67.02,
2024-03-23 3:40 PM,34.64,67.14,
2024-03-23 3:50 PM,34.62,67.25,
2024-03-23 4:00 PM,34.59,67.37,
2024-03-23 4:10 PM,34.86,66.41,
2024-03-23 4:20 PM,34.82,66.54,
2024-03-23 4:30 PM,34.78,66.67,
2024-03-23 4:40 PM,34.74,66.81,
2024-03-23 4:50 PM,34.7,66.94,
2024-03-23 5:00 PM,34.66,67.07,
2024-03-23 5:10 PM,34.62,67.21,
2024-03-23 5:20 PM,34.58,67.34,
2024-03-23 5:30 PM,34.54,67.47,
2024-03-23 5:40 PM,34.49,67.61,
2024-03-23 5:50 PM,34.92,67.52,
2024-03-23 6:00 PM,34.89,67.4,
2024-03-23 6:10 PM,34.85,67.28,
2024-03-23 6:20 PM,34.81,67.16,
2024-03-23 6:30 PM,34.78,67.04,
2024-03-23 6:40 PM,34.74,66.91,
2024-03-23 6:50 PM,34.7,66.79,
2024-03-23 7:00 PM,34.67,66.67,
2024-03-23 7:10 PM,34.63,66.55,
2024-03-23 7:20 PM,34.59,66.42,
2024-03-23 7:30 PM,34.9,65.88,
2024-03-23 7:40 PM,34.87,65.93,
2024-03-23 7:50 PM,34.83,65.99,
2024-03-23 8:00 PM,34.79,66.05,
2024-03-23 8:10 PM,34.75,66.1,
2024-03-23 8:20 PM,34.71,66.16,
2024-03-23 8:30 PM,34.67,66.22,
2024-03-23 8:40 PM,34.63,66.27,
2024-03-23 8:50 PM,34.59,66.33,
2024-03-23 9:00 PM,34.55,66.39,
2024-03-23 9:10 PM,34.8,65.55,
2024-03-23 9:20 PM,34.76,65.75,
2024-03-23 9:30 PM,34.71,65.96,
2024-03-23 9:40 PM,34.66,66.16,
2024-03-23 9:50 PM,34.61,66.37,
2024-03-23 10:00 PM,34.56,66.57,
2024-03-23 10:10 PM,34.51,66.78,
2024-03-23 10:20 PM,34.46,66.98,
2024-03-23 10:30 PM,34.41,67.19,
2024-03-23 10:40 PM,34.36,67.4,
2024-03-23 10:50 PM,34.74,65.84,
2024-03-23 11:00 PM,34.7,66.04,
2024-03-23 11:10 PM,34.65,66.24,
2024-03-23 11:20 PM,34.61,66.45,
2024-03-23 11:30 PM,34.56,66.65,
2024-03-23 11:40 PM,34.52,66.85,
2024-03-23 11:50 PM,34.47,67.06,
2024-03-24 12:00 AM,34.43,67.26,
2024-03-24 12:10 AM,34.38,67.46,
2024-03-24 12:20 AM,34.33,67.67,
2024-03-24 12:30 AM,34.8,66.19,
2024-03-24 12:40 AM,34.75,66.35,
2024-03-24 12:50 AM,34.7,66.52,
2024-03-24 1:00 AM,34.64,66.69,
2024-03-24 1:10 AM,34.59,66.86,
2024-03-24 1:20 AM,34.53,67.02,
2024-03-24 1:30 AM,34.48,67.19,
2024-03-24 1:40 AM,34.42,67.36,
2024-03-24 1:50 AM,34.37,67.53,
2024-03-24 2:00 AM,34.31,67.7,
2024-03-24 2:10 AM,34.31,68.01,
2024-03-24 2:20 AM,34.36,67.83,
2024-03-24 2:30 AM,34.41,67.65,
2024-03-24 2:40 AM,34.47,67.46,
2024-03-24 2:50 AM,34.52,67.28,
2024-03-24 3:00 AM,34.58,67.1,
2024-03-24 3:10 AM,34.63,66.91,
2024-03-24 3:20 AM,34.69,66.73,
2024-03-24 3:30 AM,34.74,66.55,
2024-03-24 3:40 AM,34.8,66.36,
2024-03-24 3:50 AM,34.33,67.88,
2024-03-24 4:00 AM,34.38,67.71,
2024-03-24 4:10 AM,34.43,67.54,
2024-03-24 4:20 AM,34.48,67.36,
2024-03-24 4:30 AM,34.53,67.19,
2024-03-24 4:40 AM,34.59,67.01,
2024-03-24 4:50 AM,34.64,66.84,
2024-03-24 5:00 AM,34.69,66.66,
2024-03-24 5:10 AM,34.74,66.49,
2024-03-24 5:20 AM,34.8,66.31,
2024-03-24 5:30 AM,34.42,68.62,
2024-03-24 5:40 AM,34.46,68.55,
2024-03-24 5:50 AM,34.5,68.48,
2024-03-24 6:00 AM,34.54,68.41,
2024-03-24 6:10 AM,34.58,68.34,
2024-03-24 6:20 AM,34.63,68.27,
2024-03-24 6:30 AM,34.67,68.2,
2024-03-24 6:40 AM,34.71,68.13,
2024-03-24 6:50 AM,34.75,68.06,
2024-03-24 7:00 AM,34.8,67.98,
2024-03-24 7:10 AM,34.55,69.7,
2024-03-24 7:20 AM,34.57,69.59,
2024-03-24 7:30 AM,34.6,69.48,
2024-03-24 7:40 AM,34.63,69.37,
2024-03-24 7:50 AM,34.66,69.26,
2024-03-24 8:00 AM,34.68,69.15,
2024-03-24 8:10 AM,34.71,69.04,
2024-03-24 8:20 AM,34.74,68.93,
2024-03-24 8:30 AM,34.77,68.82,
2024-03-24 8:40 AM,34.8,68.7,
2024-03-24 8:50 AM,34.92,68.12,
2024-03-24 9:00 AM,34.91,68.24,
2024-03-24 9:10 AM,34.9,68.36,
2024-03-24 9:20 AM,34.88,68.48,
2024-03-24 9:30 AM,34.87,68.6,
2024-03-24 9:40 AM,34.86,68.72,
2024-03-24 9:50 AM,34.84,68.84,
2024-03-24 10:00 AM,34.83,68.96,
2024-03-24 10:10 AM,34.82,69.08,
2024-03-24 10:20 AM,34.8,69.2,
2024-03-24 10:30 AM,34.67,69.51,
2024-03-24 10:40 AM,34.69,69.39,
2024-03-24 10:50 AM,34.72,69.26,
2024-03-24 11:00 AM,34.75,69.13,
2024-03-24 11:10 AM,34.78,69,
2024-03-24 11:20 AM,34.8,68.88,
2024-03-24 11:30 AM,34.83,68.75,
2024-03-24 11:40 AM,34.86,68.62,
2024-03-24 11:50 AM,34.89,68.49,
2024-03-24 12:00 PM,34.92,68.36,
2024-03-24 12:10 PM,35.08,68.33,
2024-03-24 12:20 PM,35.04,68.46,
2024-03-24 12:30 PM,35,68.59,
2024-03-24 12:40 PM,34.95,68.73,
2024-03-24 12:50 PM,34.91,68.86,
2024-03-24 1:00 PM,34.86,68.99,
2024-03-24 1:10 PM,34.82,69.13,
2024-03-24 1:20 PM,34.77,69.26,
2024-03-24 1:30 PM,34.73,69.39,
2024-03-24 1:40 PM,34.68,69.53,
2024-03-24 1:50 PM,34.81,68.76,
2024-03-24 2:00 PM,34.8,68.85,
2024-03-24 2:10 PM,34.78,68.94,
2024-03-24 2:20 PM,34.77,69.03,
2024-03-24 2:30 PM,34.75,69.12,
2024-03-24 2:40 PM,34.74,69.22,
2024-03-24 2:50 PM,34.72,69.31,
2024-03-24 3:00 PM,34.71,69.4,
2024-03-24 3:10 PM,34.69,69.49,
2024-03-24 3:20 PM,34.67,69.59,
2024-03-24 3:30 PM,34.99,68.87,
2024-03-24 3:40 PM,34.96,68.98,
2024-03-24 3:50 PM,34.93,69.09,
2024-03-24 4:00 PM,34.89,69.21,
