Time,Temperature,Humidity(%RH),MAC address(49:22:11:08:0C:D6)
10/04/2024 11:40,31.16,75.6,
10/04/2024 11:30,31.2,75.45,
10/04/2024 11:20,31.24,75.31,
10/04/2024 11:10,31.28,75.16,
10/04/2024 11:00,31.32,75.01,
10/04/2024 10:50,31.35,74.87,
10/04/2024 10:40,31.35,74.81,
10/04/2024 10:30,31.32,74.86,
10/04/2024 10:20,31.29,74.91,
10/04/2024 10:10,31.26,74.95,
10/04/2024 10:00,31.23,75,
10/04/2024 9:50,31.2,75.05,
10/04/2024 9:40,31.17,75.09,
10/04/2024 9:30,31.14,75.14,
10/04/2024 9:20,31.11,75.19,
10/04/2024 9:10,31.09,75.23,
10/04/2024 9:00,31.42,74.52,
10/04/2024 8:50,31.38,74.57,
10/04/2024 8:40,31.34,74.61,
10/04/2024 8:30,31.31,74.65,
10/04/2024 8:20,31.27,74.69,
10/04/2024 8:10,31.23,74.74,
10/04/2024 8:00,31.2,74.78,
10/04/2024 7:50,31.16,74.82,
10/04/2024 7:40,31.12,74.86,
10/04/2024 7:30,31.09,74.9,
10/04/2024 7:20,31.28,74.65,
10/04/2024 7:10,31.22,74.56,
10/04/2024 7:00,31.16,74.48,
10/04/2024 6:50,31.1,74.4,
10/04/2024 6:40,31.04,74.31,
10/04/2024 6:30,30.98,74.23,
10/04/2024 6:20,30.92,74.15,
10/04/2024 6:10,30.86,74.06,
10/04/2024 6:00,30.8,73.98,
10/04/2024 5:50,30.75,73.9,
10/04/2024 5:40,31.03,73.26,
10/04/2024 5:30,30.99,73.41,
10/04/2024 5:20,30.95,73.56,
10/04/2024 5:10,30.92,73.71,
10/04/2024 5:00,30.88,73.86,
10/04/2024 4:50,30.85,74,
10/04/2024 4:40,30.81,74.15,
10/04/2024 4:30,30.78,74.3,
10/04/2024 4:20,30.74,74.45,
10/04/2024 4:10,30.71,74.59,
10/04/2024 4:00,30.71,74.46,
10/04/2024 3:50,30.75,74.35,
10/04/2024 3:40,30.78,74.24,
10/04/2024 3:30,30.81,74.13,
10/04/2024 3:20,30.84,74.02,
10/04/2024 3:10,30.88,73.92,
10/04/2024 3:00,30.91,73.81,
10/04/2024 2:50,30.94,73.7,
